Timestamp	Event type	Contents
02:00:14.033 552 410	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:h_in-send[0], file=dbg_file, line=9, column=42
02:00:14.033 554 250	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:h_in-send[0], file=dbg_file, line=9, column=42
02:00:14.033 554 590	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:w_in-send[0], file=dbg_file, line=9, column=42
02:00:14.033 555 820	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:w_in-send[0], file=dbg_file, line=9, column=42
02:00:14.033 556 140	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_in-send[0], file=dbg_file, line=9, column=42
02:00:14.033 557 360	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_in-send[0], file=dbg_file, line=9, column=42
02:00:14.033 557 680	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_out-send[0], file=dbg_file, line=9, column=42
02:00:14.033 559 010	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_out-send[0], file=dbg_file, line=9, column=42
02:00:14.033 559 330	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pad-send[0], file=dbg_file, line=9, column=42
02:00:14.033 560 500	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pad-send[0], file=dbg_file, line=9, column=42
02:00:14.033 560 820	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:kernel-send[0], file=dbg_file, line=9, column=42
02:00:14.033 561 970	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:kernel-send[0], file=dbg_file, line=9, column=42
02:00:14.033 562 290	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:stride-send[0], file=dbg_file, line=9, column=42
02:00:14.033 563 510	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:stride-send[0], file=dbg_file, line=9, column=42
02:00:14.033 563 830	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ei-send[0], file=dbg_file, line=9, column=42
02:00:14.033 565 070	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ei-send[0], file=dbg_file, line=9, column=42
02:00:14.033 565 390	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:eo-send[0], file=dbg_file, line=9, column=42
02:00:14.033 566 520	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:eo-send[0], file=dbg_file, line=9, column=42
02:00:14.033 566 840	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ep-send[0], file=dbg_file, line=9, column=42
02:00:14.033 568 010	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ep-send[0], file=dbg_file, line=9, column=42
02:00:14.033 568 330	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:use_relu-send[0], file=dbg_file, line=9, column=42
02:00:14.033 569 580	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:use_relu-send[0], file=dbg_file, line=9, column=42
02:00:14.033 569 900	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ppad-send[0], file=dbg_file, line=9, column=42
02:00:14.033 571 150	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ppad-send[0], file=dbg_file, line=9, column=42
02:00:14.033 571 470	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pkernel-send[0], file=dbg_file, line=9, column=42
02:00:14.033 572 610	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pkernel-send[0], file=dbg_file, line=9, column=42
02:00:14.033 572 930	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pstride-send[0], file=dbg_file, line=9, column=42
02:00:14.033 573 830	ACC_START	name=hw_conv_mpool_dfp_1[0], file=dbg_file, line=9, column=42
02:00:14.033 574 050	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pstride-send[0], file=dbg_file, line=9, column=42
02:00:14.033 574 370	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pfmap_out_data-receive[0], file=dbg_file, line=9, column=42
02:00:14.033 577 150	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pfmap_out_data-receive[0], file=dbg_file, line=9, column=42
02:00:14.033 577 530	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:fmap_in_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.033 605 010	XFER_STOP	name=hw_conv_mpool_dfp_1_if:S_AXIS_FIFO_1[0], file=dbg_file, line=9, column=42
02:00:14.033 619 730	XFER_START	name=hw_conv_mpool_dfp_1_if:M_AXIS_FIFO_0[0], file=dbg_file, line=9, column=42
02:00:14.034 011 130	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:fmap_in_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 011 450	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:param_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 012 750	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:param_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 013 060	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pfmap_out_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 026 510	XFER_STOP	name=hw_conv_mpool_dfp_1_if:S_AXIS_FIFO_0[0], file=dbg_file, line=9, column=42
02:00:14.034 066 920	ACC_STOP	name=hw_conv_mpool_dfp_1[0], file=dbg_file, line=9, column=42
02:00:14.034 067 010	XFER_STOP	name=hw_conv_mpool_dfp_1_if:M_AXIS_FIFO_0[0], file=dbg_file, line=9, column=42
02:00:14.034 068 980	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pfmap_out_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 069 300	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:h_in-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 069 790	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:h_in-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 070 110	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:w_in-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 070 510	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:w_in-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 070 830	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_in-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 071 290	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_in-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 071 610	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_out-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 072 010	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_out-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 072 320	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pad-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 072 730	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pad-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 073 050	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:kernel-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 073 450	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:kernel-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 073 770	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:stride-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 074 170	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:stride-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 074 530	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ei-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 074 940	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ei-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 075 260	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:eo-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 075 660	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:eo-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 075 980	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ep-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 076 380	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ep-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 076 700	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:use_relu-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 077 100	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:use_relu-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 077 420	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ppad-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 077 820	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ppad-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 078 140	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pkernel-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 078 540	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pkernel-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 078 860	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pstride-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 079 260	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pstride-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 081 160	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync-cmdSend[0], file=dbg_file, line=9, column=42
02:00:14.034 082 020	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync-cmdSend[0], file=dbg_file, line=9, column=42
02:00:14.034 082 340	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync-cmdWait[0], file=dbg_file, line=9, column=42
02:00:14.034 082 740	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync-cmdWait[0], file=dbg_file, line=9, column=42
02:00:14.034 083 040	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:fmap_in_data-send[0], file=dbg_file, line=9, column=42
02:00:14.034 084 810	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:fmap_in_data-send[0], file=dbg_file, line=9, column=42
02:00:14.034 084 960	XFER_START	name=hw_conv_mpool_dfp_1_if:S_AXIS_FIFO_0[0], file=dbg_file, line=9, column=42
02:00:14.034 085 110	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:param_data-send[0], file=dbg_file, line=9, column=42
02:00:14.034 086 860	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:param_data-send[0], file=dbg_file, line=9, column=42
02:00:14.034 087 040	XFER_START	name=hw_conv_mpool_dfp_1_if:S_AXIS_FIFO_1[0], file=dbg_file, line=9, column=42
02:00:14.034 087 160	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:h_in-send[0], file=dbg_file, line=9, column=42
02:00:14.034 088 170	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:h_in-send[0], file=dbg_file, line=9, column=42
02:00:14.034 088 480	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:w_in-send[0], file=dbg_file, line=9, column=42
02:00:14.034 089 480	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:w_in-send[0], file=dbg_file, line=9, column=42
02:00:14.034 089 780	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_in-send[0], file=dbg_file, line=9, column=42
02:00:14.034 090 760	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_in-send[0], file=dbg_file, line=9, column=42
02:00:14.034 091 060	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_out-send[0], file=dbg_file, line=9, column=42
02:00:14.034 092 030	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_out-send[0], file=dbg_file, line=9, column=42
02:00:14.034 092 330	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pad-send[0], file=dbg_file, line=9, column=42
02:00:14.034 093 290	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pad-send[0], file=dbg_file, line=9, column=42
02:00:14.034 093 580	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:kernel-send[0], file=dbg_file, line=9, column=42
02:00:14.034 094 550	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:kernel-send[0], file=dbg_file, line=9, column=42
02:00:14.034 094 850	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:stride-send[0], file=dbg_file, line=9, column=42
02:00:14.034 095 810	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:stride-send[0], file=dbg_file, line=9, column=42
02:00:14.034 096 110	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ei-send[0], file=dbg_file, line=9, column=42
02:00:14.034 097 090	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ei-send[0], file=dbg_file, line=9, column=42
02:00:14.034 097 400	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:eo-send[0], file=dbg_file, line=9, column=42
02:00:14.034 098 370	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:eo-send[0], file=dbg_file, line=9, column=42
02:00:14.034 098 690	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ep-send[0], file=dbg_file, line=9, column=42
02:00:14.034 099 670	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ep-send[0], file=dbg_file, line=9, column=42
02:00:14.034 099 980	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:use_relu-send[0], file=dbg_file, line=9, column=42
02:00:14.034 100 960	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:use_relu-send[0], file=dbg_file, line=9, column=42
02:00:14.034 101 270	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ppad-send[0], file=dbg_file, line=9, column=42
02:00:14.034 102 270	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ppad-send[0], file=dbg_file, line=9, column=42
02:00:14.034 102 570	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pkernel-send[0], file=dbg_file, line=9, column=42
02:00:14.034 103 560	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pkernel-send[0], file=dbg_file, line=9, column=42
02:00:14.034 103 880	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pstride-send[0], file=dbg_file, line=9, column=42
02:00:14.034 104 650	ACC_START	name=hw_conv_mpool_dfp_1[0], file=dbg_file, line=9, column=42
02:00:14.034 104 850	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pstride-send[0], file=dbg_file, line=9, column=42
02:00:14.034 105 170	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pfmap_out_data-receive[0], file=dbg_file, line=9, column=42
02:00:14.034 106 980	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pfmap_out_data-receive[0], file=dbg_file, line=9, column=42
02:00:14.034 107 300	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:fmap_in_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 115 510	XFER_STOP	name=hw_conv_mpool_dfp_1_if:S_AXIS_FIFO_1[0], file=dbg_file, line=9, column=42
02:00:14.034 132 550	XFER_START	name=hw_conv_mpool_dfp_1_if:M_AXIS_FIFO_0[0], file=dbg_file, line=9, column=42
02:00:14.034 150 660	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:fmap_in_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 150 970	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:param_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 152 070	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:param_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 152 380	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pfmap_out_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 354 250	XFER_STOP	name=hw_conv_mpool_dfp_1_if:S_AXIS_FIFO_0[0], file=dbg_file, line=9, column=42
02:00:14.034 798 380	ACC_STOP	name=hw_conv_mpool_dfp_1[0], file=dbg_file, line=9, column=42
02:00:14.034 798 470	XFER_STOP	name=hw_conv_mpool_dfp_1_if:M_AXIS_FIFO_0[0], file=dbg_file, line=9, column=42
02:00:14.034 801 320	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pfmap_out_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 801 640	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:h_in-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 802 050	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:h_in-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 802 370	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:w_in-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 802 770	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:w_in-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 803 080	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_in-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 803 490	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_in-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 803 810	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_out-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 804 210	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_out-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 804 520	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pad-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 804 920	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pad-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 805 230	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:kernel-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 805 630	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:kernel-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 805 940	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:stride-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 806 340	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:stride-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 806 650	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ei-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 807 050	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ei-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 807 370	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:eo-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 807 770	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:eo-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 808 090	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ep-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 808 490	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ep-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 808 800	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:use_relu-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 809 200	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:use_relu-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 809 510	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ppad-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 809 920	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ppad-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 810 230	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pkernel-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 810 640	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pkernel-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 810 950	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pstride-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 811 350	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pstride-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 811 970	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync-cmdSend[0], file=dbg_file, line=9, column=42
02:00:14.034 812 790	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync-cmdSend[0], file=dbg_file, line=9, column=42
02:00:14.034 813 100	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync-cmdWait[0], file=dbg_file, line=9, column=42
02:00:14.034 813 500	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync-cmdWait[0], file=dbg_file, line=9, column=42
02:00:14.034 813 800	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:fmap_in_data-send[0], file=dbg_file, line=9, column=42
02:00:14.034 815 540	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:fmap_in_data-send[0], file=dbg_file, line=9, column=42
02:00:14.034 815 690	XFER_START	name=hw_conv_mpool_dfp_1_if:S_AXIS_FIFO_0[0], file=dbg_file, line=9, column=42
02:00:14.034 815 830	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:param_data-send[0], file=dbg_file, line=9, column=42
02:00:14.034 817 580	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:param_data-send[0], file=dbg_file, line=9, column=42
02:00:14.034 817 760	XFER_START	name=hw_conv_mpool_dfp_1_if:S_AXIS_FIFO_1[0], file=dbg_file, line=9, column=42
02:00:14.034 817 880	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:h_in-send[0], file=dbg_file, line=9, column=42
02:00:14.034 818 880	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:h_in-send[0], file=dbg_file, line=9, column=42
02:00:14.034 819 190	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:w_in-send[0], file=dbg_file, line=9, column=42
02:00:14.034 820 170	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:w_in-send[0], file=dbg_file, line=9, column=42
02:00:14.034 820 470	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_in-send[0], file=dbg_file, line=9, column=42
02:00:14.034 821 480	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_in-send[0], file=dbg_file, line=9, column=42
02:00:14.034 821 780	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_out-send[0], file=dbg_file, line=9, column=42
02:00:14.034 822 740	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ch_out-send[0], file=dbg_file, line=9, column=42
02:00:14.034 823 040	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pad-send[0], file=dbg_file, line=9, column=42
02:00:14.034 824 000	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pad-send[0], file=dbg_file, line=9, column=42
02:00:14.034 824 290	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:kernel-send[0], file=dbg_file, line=9, column=42
02:00:14.034 825 260	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:kernel-send[0], file=dbg_file, line=9, column=42
02:00:14.034 825 560	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:stride-send[0], file=dbg_file, line=9, column=42
02:00:14.034 826 520	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:stride-send[0], file=dbg_file, line=9, column=42
02:00:14.034 826 820	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ei-send[0], file=dbg_file, line=9, column=42
02:00:14.034 827 800	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ei-send[0], file=dbg_file, line=9, column=42
02:00:14.034 828 110	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:eo-send[0], file=dbg_file, line=9, column=42
02:00:14.034 829 080	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:eo-send[0], file=dbg_file, line=9, column=42
02:00:14.034 829 380	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ep-send[0], file=dbg_file, line=9, column=42
02:00:14.034 830 360	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ep-send[0], file=dbg_file, line=9, column=42
02:00:14.034 830 670	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:use_relu-send[0], file=dbg_file, line=9, column=42
02:00:14.034 831 650	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:use_relu-send[0], file=dbg_file, line=9, column=42
02:00:14.034 831 970	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:ppad-send[0], file=dbg_file, line=9, column=42
02:00:14.034 832 950	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:ppad-send[0], file=dbg_file, line=9, column=42
02:00:14.034 833 250	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pkernel-send[0], file=dbg_file, line=9, column=42
02:00:14.034 834 250	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pkernel-send[0], file=dbg_file, line=9, column=42
02:00:14.034 834 550	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pstride-send[0], file=dbg_file, line=9, column=42
02:00:14.034 835 350	ACC_START	name=hw_conv_mpool_dfp_1[0], file=dbg_file, line=9, column=42
02:00:14.034 835 550	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pstride-send[0], file=dbg_file, line=9, column=42
02:00:14.034 835 870	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pfmap_out_data-receive[0], file=dbg_file, line=9, column=42
02:00:14.034 837 600	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pfmap_out_data-receive[0], file=dbg_file, line=9, column=42
02:00:14.034 837 910	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:fmap_in_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 853 830	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:fmap_in_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.034 854 140	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:param_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.035 007 270	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:param_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.035 007 580	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:pfmap_out_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.035 010 190	XFER_STOP	name=hw_conv_mpool_dfp_1_if:S_AXIS_FIFO_1[0], file=dbg_file, line=9, column=42
02:00:14.035 032 730	XFER_START	name=hw_conv_mpool_dfp_1_if:M_AXIS_FIFO_0[0], file=dbg_file, line=9, column=42
02:00:14.035 452 300	XFER_STOP	name=hw_conv_mpool_dfp_1_if:S_AXIS_FIFO_0[0], file=dbg_file, line=9, column=42
02:00:14.036 708 900	ACC_STOP	name=hw_conv_mpool_dfp_1[0], file=dbg_file, line=9, column=42
02:00:14.036 708 990	XFER_STOP	name=hw_conv_mpool_dfp_1_if:M_AXIS_FIFO_0[0], file=dbg_file, line=9, column=42
02:00:14.036 711 800	SW_STOP	name=_p0_hw_conv_mpool_dfp_1_noasync:pfmap_out_data-wait[0], file=dbg_file, line=9, column=42
02:00:14.036 712 120	SW_START	name=_p0_hw_conv_mpool_dfp_1_noasync:h_in-wait[0], file=dbg_file, line=9, column=42
